epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,620.623,0.66351,0.44763,0.9322,0.92932,0.83582,0.9117,0.69162,0.89103,0.63924,1.06234,0.0012476,0.0012476,0.0012476
116,626.433,0.65681,0.43648,0.92074,0.94209,0.84989,0.91719,0.70489,0.84778,0.60372,1.05721,0.001241,0.001241,0.001241
117,631.747,0.67921,0.44468,0.93099,0.91172,0.86567,0.90569,0.69995,0.86036,0.61964,1.03814,0.0012344,0.0012344,0.0012344
118,637.42,0.67903,0.42433,0.93291,0.90278,0.90088,0.92103,0.71205,0.83923,0.57727,1.03247,0.0012278,0.0012278,0.0012278
119,642.709,0.65953,0.43891,0.93415,0.92033,0.86567,0.92214,0.70321,0.8797,0.60237,1.05012,0.0012212,0.0012212,0.0012212
120,648.15,0.66942,0.4391,0.92526,0.89475,0.89552,0.91891,0.7153,0.87249,0.58056,1.03745,0.0012146,0.0012146,0.0012146
121,653.611,0.6859,0.44005,0.93089,0.91577,0.87313,0.92652,0.72912,0.85811,0.55358,1.04197,0.001208,0.001208,0.001208
122,659.084,0.69064,0.4554,0.93687,0.91967,0.85075,0.91189,0.70661,0.84265,0.60575,1.03283,0.0012014,0.0012014,0.0012014
123,664.951,0.67075,0.43169,0.94892,0.92729,0.85657,0.92079,0.7116,0.84438,0.5915,1.04745,0.0011948,0.0011948,0.0011948
124,670.764,0.6591,0.43118,0.92864,0.89029,0.90843,0.9431,0.7461,0.79417,0.5448,1.02308,0.0011882,0.0011882,0.0011882
125,676.575,0.64426,0.426,0.92154,0.92704,0.87313,0.93252,0.72227,0.81185,0.54107,1.0325,0.0011816,0.0011816,0.0011816
126,682.327,0.64818,0.42427,0.93009,0.92285,0.89274,0.93341,0.72054,0.81993,0.55139,1.04974,0.001175,0.001175,0.001175
127,687.536,0.64345,0.41757,0.92278,0.9403,0.82278,0.92363,0.70421,0.85238,0.55517,1.04651,0.0011684,0.0011684,0.0011684
128,693.158,0.65484,0.4162,0.92288,0.9024,0.85821,0.89892,0.68881,0.88442,0.60538,1.05587,0.0011618,0.0011618,0.0011618
129,698.821,0.64661,0.41741,0.91264,0.9081,0.84328,0.91078,0.70096,0.85617,0.61273,1.03177,0.0011552,0.0011552,0.0011552
130,704.687,0.69027,0.44718,0.94654,0.94895,0.83232,0.92064,0.70601,0.86686,0.59579,1.04918,0.0011486,0.0011486,0.0011486
131,710.081,0.64825,0.42529,0.92757,0.91241,0.85821,0.92574,0.7068,0.85765,0.58433,1.07043,0.001142,0.001142,0.001142
132,715.443,0.64594,0.41882,0.92334,0.91539,0.88816,0.92608,0.71086,0.84593,0.56411,1.05385,0.0011354,0.0011354,0.0011354
133,720.976,0.62618,0.42182,0.92366,0.93563,0.86784,0.92805,0.71425,0.81639,0.56403,1.03342,0.0011288,0.0011288,0.0011288
134,726.827,0.67361,0.43565,0.9212,0.91636,0.8806,0.92285,0.71119,0.82482,0.59806,1.04613,0.0011222,0.0011222,0.0011222
135,732.472,0.6368,0.43164,0.92214,0.92843,0.87124,0.92372,0.71769,0.845,0.57195,1.05304,0.0011156,0.0011156,0.0011156
136,737.83,0.6349,0.41972,0.91202,0.94776,0.87313,0.93616,0.7313,0.83021,0.53412,1.04386,0.001109,0.001109,0.001109
137,743.614,0.63362,0.41548,0.90794,0.90906,0.91045,0.94361,0.70958,0.8856,0.53898,1.07843,0.0011024,0.0011024,0.0011024
138,749.598,0.64646,0.4237,0.91442,0.91001,0.87313,0.93748,0.71303,0.89258,0.54674,1.10265,0.0010958,0.0010958,0.0010958
139,754.846,0.65516,0.4215,0.92485,0.91342,0.86609,0.93381,0.70715,0.83191,0.53693,1.04533,0.0010892,0.0010892,0.0010892
140,760.118,0.64805,0.41556,0.93043,0.90779,0.8806,0.92795,0.73054,0.84356,0.55717,1.05334,0.0010826,0.0010826,0.0010826
141,765.872,0.64043,0.40633,0.9209,0.9013,0.8806,0.91844,0.72616,0.83905,0.60288,1.03631,0.001076,0.001076,0.001076
142,771.755,0.64011,0.40836,0.91117,0.91552,0.88968,0.93538,0.72557,0.84057,0.5466,1.03624,0.0010694,0.0010694,0.0010694
143,777.003,0.62362,0.40878,0.90582,0.91658,0.87313,0.91444,0.71681,0.84485,0.57088,1.06474,0.0010628,0.0010628,0.0010628
144,782.475,0.63167,0.412,0.91756,0.91573,0.89209,0.93591,0.71333,0.8347,0.52448,1.04856,0.0010562,0.0010562,0.0010562
145,787.871,0.64329,0.40918,0.91487,0.91373,0.89552,0.9321,0.72714,0.81534,0.53543,1.04366,0.0010496,0.0010496,0.0010496
146,793.275,0.62914,0.41163,0.9123,0.92838,0.90299,0.94108,0.7405,0.79959,0.49462,1.03823,0.001043,0.001043,0.001043
147,798.856,0.62439,0.4102,0.9075,0.96685,0.87054,0.93787,0.72929,0.82267,0.51881,1.03758,0.0010364,0.0010364,0.0010364
148,803.923,0.5949,0.39155,0.9054,0.91454,0.90299,0.93281,0.74047,0.80544,0.48587,1.05332,0.0010298,0.0010298,0.0010298
149,809.029,0.61326,0.3872,0.91522,0.96454,0.81203,0.91457,0.72251,0.80252,0.55416,1.01865,0.0010232,0.0010232,0.0010232
150,815.076,0.62471,0.40059,0.90854,0.90779,0.85075,0.89753,0.70835,0.82544,0.59107,1.03937,0.0010166,0.0010166,0.0010166
151,820.716,0.62052,0.39922,0.91628,0.90571,0.90299,0.92583,0.73759,0.84399,0.53655,1.0713,0.00101,0.00101,0.00101
152,825.95,0.61382,0.39376,0.91953,0.94061,0.8806,0.9473,0.73748,0.83973,0.49069,1.04691,0.0010034,0.0010034,0.0010034
153,831.034,0.60298,0.38562,0.89486,0.95131,0.85821,0.93705,0.72415,0.85146,0.51178,1.08143,0.0009968,0.0009968,0.0009968
