epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,158.231,0.42991,0.32818,0.86765,1,0.82577,0.91816,0.7084,0.79758,0.48331,1.02125,0.0002279,0.0002279,0.0002279
181,159.044,0.40964,0.32414,0.86593,1,0.82611,0.91713,0.70844,0.79694,0.49127,1.01955,0.000218,0.000218,0.000218
182,159.893,0.41901,0.32544,0.87248,1,0.82625,0.91737,0.70688,0.79411,0.48249,1.01188,0.0002081,0.0002081,0.0002081
183,160.737,0.42209,0.33985,0.89294,1,0.82677,0.91836,0.70745,0.79662,0.48227,1.00263,0.0001982,0.0001982,0.0001982
184,161.577,0.41712,0.32503,0.86624,1,0.82634,0.9201,0.72538,0.79479,0.47972,1.0025,0.0001883,0.0001883,0.0001883
185,162.395,0.41256,0.31987,0.86577,1,0.82526,0.92275,0.72273,0.79672,0.47875,1.00335,0.0001784,0.0001784,0.0001784
186,163.285,0.46095,0.35048,0.87894,1,0.82628,0.92612,0.71783,0.79499,0.46866,1.00251,0.0001685,0.0001685,0.0001685
187,164.104,0.43132,0.34548,0.8712,0.99917,0.82927,0.92219,0.71961,0.78194,0.45169,0.99571,0.0001586,0.0001586,0.0001586
188,164.935,0.39462,0.31917,0.85326,0.99345,0.82927,0.92416,0.73043,0.76649,0.44408,0.98378,0.0001487,0.0001487,0.0001487
189,165.748,0.42541,0.32268,0.87188,0.99308,0.82927,0.92486,0.73113,0.76105,0.44096,0.98034,0.0001388,0.0001388,0.0001388
